villain,movie,line_number,dialogue,direction,word_count
Jack Torrance,The Shining,5979,I don't think that's true. I think you have some very definite ideas about what should be done with Danny... and I'd like to know what they are. M.S. WENDY holding bat moves back R-L. CAMERA PANS with her. She weeps.,,41
Jack Torrance,The Shining,5996,You think maybe he should be taken to a doctor?,,10
Jack Torrance,The Shining,6031,When do you think maybe he should be taken to a doctor?,,12
Jack Torrance,The Shining,6055,As soon as possible.,,4
Jack Torrance,The Shining,6076,You believe his health might be at stake? M.S. WENDY holding bat moves back.,,14
Jack Torrance,The Shining,6090,And you are concerned about him? M.S. WENDY holding bat moves back.,,12
Jack Torrance,The Shining,6104,And are you concerned about me? M.S. WENDY holding bat moves backwards.,,12
Jack Torrance,The Shining,6116,Of course you are. M.S. JACK moves forward. CAMERA TRACKS BACK before him. He points to himself and gestures.,,19
Jack Torrance,The Shining,6123,Have you ever thought about my responsibilities?,,7
Jack Torrance,The Shining,6129,Have you ever had a single moment's thought about my responsibilities? Have you ever thought for a single solitary moment about my responsibilities to my employers? M.S. WENDY holding bat moves backwards. M.S. JACK moves forward - CAMERA TRACKS BACK before him.,,42
Jack Torrance,The Shining,6140,"Has it ever occurred to you that I have agreed to look after the Overlook Hotel until May the first? Does it matter to you at all that the owners have placed their complete confidence and trust in me, and that I have signed a letter of agreement, a contract, in which I have accepted that responsibility? M.S. WENDY holding bat moves backwards L-R to foot of stairs. CAMERA PANS with her. She moves onto first step.",,77
Jack Torrance,The Shining,6147,Do you have the slightest idea what a moral and ethical principal is? Do you?,,15
Jack Torrance,The Shining,6157,"Has it ever occurred to you what would happen to my future, if I were to fail to live up to my responsibilities?",,23
Jack Torrance,The Shining,6165,Has it ever occurred to you?,,6
Jack Torrance,The Shining,6178,WENDY swinging bat before her backs up stairs. JACK moves after her. CAMERA TRACKS FORWARD after them.,,17
Jack Torrance,The Shining,6186,Why?,,1
Jack Torrance,The Shining,6192,WENDY sobs. Why?,,3
Jack Torrance,The Shining,6210,You've had your whole fucking life to think things over - what's good a few minutes more going to do you now?,,22
Jack Torrance,The Shining,6223,I'm not going to hurt you. WENDY swings bat in front of her as she backs up stairs.,,18
Jack Torrance,The Shining,6231,Wendy!,,1
Jack Torrance,The Shining,6237,"Darling, light of my life, I'm not going to hurt you. You didn't let me finish my sentence. I said 'I'm not going to hurt you... I'm just going to bash your brains in!' I'm going to bash them right the fuck in. WENDY waves bat in front of her. JACK laughs.",,52
Jack Torrance,The Shining,6253,I'm not going to hurt you.,,6
Jack Torrance,The Shining,6268,Stop swinging the bat.,,4
Jack Torrance,The Shining,6274,"Put the bat down, Wendy.",,5
Jack Torrance,The Shining,6280,Wendy give me the bat.,,5
Jack Torrance,The Shining,6286,Give me the bat. M.S. Low Angle WENDY over JACK. CAMERA TRACKS FORWARD as they come up stairs.,,18
Jack Torrance,The Shining,6297,Give me the bat.,,4
Jack Torrance,The Shining,6303,Stop swinging the bat.,,4
Jack Torrance,The Shining,6313,Give me the bat.,,4
Jack Torrance,The Shining,6321,Wendy...,,1
Jack Torrance,The Shining,6327,Give me the bat.,,4
Jack Torrance,The Shining,6333,Give me the bat. JACK reaches up with hand. WENDY hits his hand with bat. SHE SCREAMS. HE YELLS and grabs his wrist. M.S. Low Angle WENDY over JACK.,,29
Jack Torrance,The Shining,6342,"Goddamn! WENDY hits JACK on head with bat. M.S. High Angle JACK over WENDY - he throws up hand and leans back. M.L.S. Low Angle WENDY over JACK. He falls backwards down stairs. CAMERA PANS L-R with him as he somersaults down stairs, stopping face down on half landing. M.L.S. High Angle WENDY back to camera at top of stairs. JACK lying facedown on half landing.",,66
Jack Torrance,The Shining,6409,Hey... what are you doing? M.S. WENDY pulling JACK by the legs into food store.,,15
Jack Torrance,The Shining,6419,Ohhh... what are you doing? M.S. High Angle JACK on his back being dragged through door into food store.,,19
Jack Torrance,The Shining,6428,"Hey, wait a minute... What are you doing? WENDY puts his feet down and moves away to door.",,18
Jack Torrance,The Shining,6433,"What are you doing? M.S. Low Angle WENDY's feet and legs move forward from JACK - She exits cam.R.f.g. JACK rolls over onto his elbow. Door closes in f.g. M.S. JACK on floor in f.g. WENDY in b.g. closes the door. JACK gets onto his feet. He GROANS and grips his R. ankle, staggering against cardboard boxes. They fall down onto him.",,62
